code,language
"function greet(x) {
    return x + 1;
}

const result = greet(10);",javascript
"const arr = [1, 2, 3];
const doubled = arr.map(x => x * 2);",javascript
"class Order {
    constructor() {
        this.value = 0;
    }
    getValue() {
        return this.value;
    }
}",javascript
"const fs = require('fs');
const data = fs.readFileSync('file.txt', 'utf8');",javascript
"const regex = /\d+/g;
const text = 'abc123def';
const matches = text.match(regex);",javascript
"const promise = new Promise((resolve, reject) => {
    resolve('Done!');
});",javascript
"const obj = {name: 'John', age: 30};
const {name, age} = obj;",javascript
document.getElementById('myId').innerHTML = 'Hello';,javascript
"async function fetchData() {
    const response = await fetch('/api/data');
    return response.json();
}",javascript
"const filter = arr.filter(x => x > 3);
const sort = arr.sort((a, b) => a - b);",javascript
"function greet(x) {
    return x + 1;
}

const result = greet(10);",javascript
"const arr = [1, 2, 3];
const doubled = arr.map(x => x * 2);",javascript
"class Order {
    constructor() {
        this.value = 0;
    }
    getValue() {
        return this.value;
    }
}",javascript
"const fs = require('fs');
const data = fs.readFileSync('file.txt', 'utf8');",javascript
"const regex = /\d+/g;
const text = 'abc123def';
const matches = text.match(regex);",javascript
"const promise = new Promise((resolve, reject) => {
    resolve('Done!');
});",javascript
"const obj = {name: 'John', age: 30};
const {name, age} = obj;",javascript
document.getElementById('myId').innerHTML = 'Hello';,javascript
"async function fetchData() {
    const response = await fetch('/api/data');
    return response.json();
}",javascript
"const filter = arr.filter(x => x > 3);
const sort = arr.sort((a, b) => a - b);",javascript
"function greet(x) {
    return x + 1;
}

const result = greet(10);",javascript
"const arr = [1, 2, 3];
const doubled = arr.map(x => x * 2);",javascript
"class Order {
    constructor() {
        this.value = 0;
    }
    getValue() {
        return this.value;
    }
}",javascript
"const fs = require('fs');
const data = fs.readFileSync('file.txt', 'utf8');",javascript
"const regex = /\d+/g;
const text = 'abc123def';
const matches = text.match(regex);",javascript
"const promise = new Promise((resolve, reject) => {
    resolve('Done!');
});",javascript
"const obj = {name: 'John', age: 30};
const {name, age} = obj;",javascript
document.getElementById('myId').innerHTML = 'Hello';,javascript
"async function fetchData() {
    const response = await fetch('/api/data');
    return response.json();
}",javascript
"const filter = arr.filter(x => x > 3);
const sort = arr.sort((a, b) => a - b);",javascript
"function greet(x) {
    return x + 1;
}

const result = greet(10);",javascript
"const arr = [1, 2, 3];
const doubled = arr.map(x => x * 2);",javascript
"class Order {
    constructor() {
        this.value = 0;
    }
    getValue() {
        return this.value;
    }
}",javascript
"const fs = require('fs');
const data = fs.readFileSync('file.txt', 'utf8');",javascript
"const regex = /\d+/g;
const text = 'abc123def';
const matches = text.match(regex);",javascript
"const promise = new Promise((resolve, reject) => {
    resolve('Done!');
});",javascript
"const obj = {name: 'John', age: 30};
const {name, age} = obj;",javascript
document.getElementById('myId').innerHTML = 'Hello';,javascript
"async function fetchData() {
    const response = await fetch('/api/data');
    return response.json();
}",javascript
"const filter = arr.filter(x => x > 3);
const sort = arr.sort((a, b) => a - b);",javascript
"function greet(x) {
    return x + 1;
}

const result = greet(10);",javascript
"const arr = [1, 2, 3];
const doubled = arr.map(x => x * 2);",javascript
"class Order {
    constructor() {
        this.value = 0;
    }
    getValue() {
        return this.value;
    }
}",javascript
"const fs = require('fs');
const data = fs.readFileSync('file.txt', 'utf8');",javascript
"const regex = /\d+/g;
const text = 'abc123def';
const matches = text.match(regex);",javascript
"const promise = new Promise((resolve, reject) => {
    resolve('Done!');
});",javascript
"const obj = {name: 'John', age: 30};
const {name, age} = obj;",javascript
document.getElementById('myId').innerHTML = 'Hello';,javascript
"async function fetchData() {
    const response = await fetch('/api/data');
    return response.json();
}",javascript
"const filter = arr.filter(x => x > 3);
const sort = arr.sort((a, b) => a - b);",javascript
"function greet(x) {
    return x + 1;
}

const result = greet(10);",javascript
"const arr = [1, 2, 3];
const doubled = arr.map(x => x * 2);",javascript
"class Order {
    constructor() {
        this.value = 0;
    }
    getValue() {
        return this.value;
    }
}",javascript
"const fs = require('fs');
const data = fs.readFileSync('file.txt', 'utf8');",javascript
"const regex = /\d+/g;
const text = 'abc123def';
const matches = text.match(regex);",javascript
"const promise = new Promise((resolve, reject) => {
    resolve('Done!');
});",javascript
"const obj = {name: 'John', age: 30};
const {name, age} = obj;",javascript
document.getElementById('myId').innerHTML = 'Hello';,javascript
"async function fetchData() {
    const response = await fetch('/api/data');
    return response.json();
}",javascript
"const filter = arr.filter(x => x > 3);
const sort = arr.sort((a, b) => a - b);",javascript
"function greet(x) {
    return x + 1;
}

const result = greet(10);",javascript
"const arr = [1, 2, 3];
const doubled = arr.map(x => x * 2);",javascript
"class Order {
    constructor() {
        this.value = 0;
    }
    getValue() {
        return this.value;
    }
}",javascript
"const fs = require('fs');
const data = fs.readFileSync('file.txt', 'utf8');",javascript
"const regex = /\d+/g;
const text = 'abc123def';
const matches = text.match(regex);",javascript
"const promise = new Promise((resolve, reject) => {
    resolve('Done!');
});",javascript
"const obj = {name: 'John', age: 30};
const {name, age} = obj;",javascript
document.getElementById('myId').innerHTML = 'Hello';,javascript
"async function fetchData() {
    const response = await fetch('/api/data');
    return response.json();
}",javascript
"const filter = arr.filter(x => x > 3);
const sort = arr.sort((a, b) => a - b);",javascript
"function greet(x) {
    return x + 1;
}

const result = greet(10);",javascript
"const arr = [1, 2, 3];
const doubled = arr.map(x => x * 2);",javascript
"class Order {
    constructor() {
        this.value = 0;
    }
    getValue() {
        return this.value;
    }
}",javascript
"const fs = require('fs');
const data = fs.readFileSync('file.txt', 'utf8');",javascript
"const regex = /\d+/g;
const text = 'abc123def';
const matches = text.match(regex);",javascript
"const promise = new Promise((resolve, reject) => {
    resolve('Done!');
});",javascript
"const obj = {name: 'John', age: 30};
const {name, age} = obj;",javascript
document.getElementById('myId').innerHTML = 'Hello';,javascript
"async function fetchData() {
    const response = await fetch('/api/data');
    return response.json();
}",javascript
"const filter = arr.filter(x => x > 3);
const sort = arr.sort((a, b) => a - b);",javascript
"function greet(x) {
    return x + 1;
}

const result = greet(10);",javascript
"const arr = [1, 2, 3];
const doubled = arr.map(x => x * 2);",javascript
"class Order {
    constructor() {
        this.value = 0;
    }
    getValue() {
        return this.value;
    }
}",javascript
"const fs = require('fs');
const data = fs.readFileSync('file.txt', 'utf8');",javascript
"const regex = /\d+/g;
const text = 'abc123def';
const matches = text.match(regex);",javascript
"const promise = new Promise((resolve, reject) => {
    resolve('Done!');
});",javascript
"const obj = {name: 'John', age: 30};
const {name, age} = obj;",javascript
document.getElementById('myId').innerHTML = 'Hello';,javascript
"async function fetchData() {
    const response = await fetch('/api/data');
    return response.json();
}",javascript
"const filter = arr.filter(x => x > 3);
const sort = arr.sort((a, b) => a - b);",javascript
"function greet(x) {
    return x + 1;
}

const result = greet(10);",javascript
"const arr = [1, 2, 3];
const doubled = arr.map(x => x * 2);",javascript
"class Order {
    constructor() {
        this.value = 0;
    }
    getValue() {
        return this.value;
    }
}",javascript
"const fs = require('fs');
const data = fs.readFileSync('file.txt', 'utf8');",javascript
"const regex = /\d+/g;
const text = 'abc123def';
const matches = text.match(regex);",javascript
"const promise = new Promise((resolve, reject) => {
    resolve('Done!');
});",javascript
"const obj = {name: 'John', age: 30};
const {name, age} = obj;",javascript
document.getElementById('myId').innerHTML = 'Hello';,javascript
"async function fetchData() {
    const response = await fetch('/api/data');
    return response.json();
}",javascript
"const filter = arr.filter(x => x > 3);
const sort = arr.sort((a, b) => a - b);",javascript
"function greet(x) {
    return x + 1;
}

const result = greet(10);",javascript
"const arr = [1, 2, 3];
const doubled = arr.map(x => x * 2);",javascript
"class Order {
    constructor() {
        this.value = 0;
    }
    getValue() {
        return this.value;
    }
}",javascript
"const fs = require('fs');
const data = fs.readFileSync('file.txt', 'utf8');",javascript
"const regex = /\d+/g;
const text = 'abc123def';
const matches = text.match(regex);",javascript
"const promise = new Promise((resolve, reject) => {
    resolve('Done!');
});",javascript
"const obj = {name: 'John', age: 30};
const {name, age} = obj;",javascript
document.getElementById('myId').innerHTML = 'Hello';,javascript
"async function fetchData() {
    const response = await fetch('/api/data');
    return response.json();
}",javascript
"const filter = arr.filter(x => x > 3);
const sort = arr.sort((a, b) => a - b);",javascript
"function greet(x) {
    return x + 1;
}

const result = greet(10);",javascript
"const arr = [1, 2, 3];
const doubled = arr.map(x => x * 2);",javascript
"class Order {
    constructor() {
        this.value = 0;
    }
    getValue() {
        return this.value;
    }
}",javascript
"const fs = require('fs');
const data = fs.readFileSync('file.txt', 'utf8');",javascript
"const regex = /\d+/g;
const text = 'abc123def';
const matches = text.match(regex);",javascript
"const promise = new Promise((resolve, reject) => {
    resolve('Done!');
});",javascript
"const obj = {name: 'John', age: 30};
const {name, age} = obj;",javascript
document.getElementById('myId').innerHTML = 'Hello';,javascript
"async function fetchData() {
    const response = await fetch('/api/data');
    return response.json();
}",javascript
"const filter = arr.filter(x => x > 3);
const sort = arr.sort((a, b) => a - b);",javascript
"function greet(x) {
    return x + 1;
}

const result = greet(10);",javascript
"const arr = [1, 2, 3];
const doubled = arr.map(x => x * 2);",javascript
"class Order {
    constructor() {
        this.value = 0;
    }
    getValue() {
        return this.value;
    }
}",javascript
"const fs = require('fs');
const data = fs.readFileSync('file.txt', 'utf8');",javascript
"const regex = /\d+/g;
const text = 'abc123def';
const matches = text.match(regex);",javascript
"const promise = new Promise((resolve, reject) => {
    resolve('Done!');
});",javascript
"const obj = {name: 'John', age: 30};
const {name, age} = obj;",javascript
document.getElementById('myId').innerHTML = 'Hello';,javascript
"async function fetchData() {
    const response = await fetch('/api/data');
    return response.json();
}",javascript
"const filter = arr.filter(x => x > 3);
const sort = arr.sort((a, b) => a - b);",javascript
"function greet(x) {
    return x + 1;
}

const result = greet(10);",javascript
"const arr = [1, 2, 3];
const doubled = arr.map(x => x * 2);",javascript
"class Order {
    constructor() {
        this.value = 0;
    }
    getValue() {
        return this.value;
    }
}",javascript
"const fs = require('fs');
const data = fs.readFileSync('file.txt', 'utf8');",javascript
"const regex = /\d+/g;
const text = 'abc123def';
const matches = text.match(regex);",javascript
"const promise = new Promise((resolve, reject) => {
    resolve('Done!');
});",javascript
"const obj = {name: 'John', age: 30};
const {name, age} = obj;",javascript
document.getElementById('myId').innerHTML = 'Hello';,javascript
"async function fetchData() {
    const response = await fetch('/api/data');
    return response.json();
}",javascript
"const filter = arr.filter(x => x > 3);
const sort = arr.sort((a, b) => a - b);",javascript
"function greet(x) {
    return x + 1;
}

const result = greet(10);",javascript
"const arr = [1, 2, 3];
const doubled = arr.map(x => x * 2);",javascript
"class Order {
    constructor() {
        this.value = 0;
    }
    getValue() {
        return this.value;
    }
}",javascript
"const fs = require('fs');
const data = fs.readFileSync('file.txt', 'utf8');",javascript
"const regex = /\d+/g;
const text = 'abc123def';
const matches = text.match(regex);",javascript
"const promise = new Promise((resolve, reject) => {
    resolve('Done!');
});",javascript
"const obj = {name: 'John', age: 30};
const {name, age} = obj;",javascript
document.getElementById('myId').innerHTML = 'Hello';,javascript
"async function fetchData() {
    const response = await fetch('/api/data');
    return response.json();
}",javascript
"const filter = arr.filter(x => x > 3);
const sort = arr.sort((a, b) => a - b);",javascript
"function greet(x) {
    return x + 1;
}

const result = greet(10);",javascript
"const arr = [1, 2, 3];
const doubled = arr.map(x => x * 2);",javascript
"class Order {
    constructor() {
        this.value = 0;
    }
    getValue() {
        return this.value;
    }
}",javascript
"const fs = require('fs');
const data = fs.readFileSync('file.txt', 'utf8');",javascript
"const regex = /\d+/g;
const text = 'abc123def';
const matches = text.match(regex);",javascript
"const promise = new Promise((resolve, reject) => {
    resolve('Done!');
});",javascript
"const obj = {name: 'John', age: 30};
const {name, age} = obj;",javascript
document.getElementById('myId').innerHTML = 'Hello';,javascript
"async function fetchData() {
    const response = await fetch('/api/data');
    return response.json();
}",javascript
"const filter = arr.filter(x => x > 3);
const sort = arr.sort((a, b) => a - b);",javascript
"function greet(x) {
    return x + 1;
}

const result = greet(10);",javascript
"const arr = [1, 2, 3];
const doubled = arr.map(x => x * 2);",javascript
"class Order {
    constructor() {
        this.value = 0;
    }
    getValue() {
        return this.value;
    }
}",javascript
"const fs = require('fs');
const data = fs.readFileSync('file.txt', 'utf8');",javascript
"const regex = /\d+/g;
const text = 'abc123def';
const matches = text.match(regex);",javascript
"const promise = new Promise((resolve, reject) => {
    resolve('Done!');
});",javascript
"const obj = {name: 'John', age: 30};
const {name, age} = obj;",javascript
document.getElementById('myId').innerHTML = 'Hello';,javascript
"async function fetchData() {
    const response = await fetch('/api/data');
    return response.json();
}",javascript
"const filter = arr.filter(x => x > 3);
const sort = arr.sort((a, b) => a - b);",javascript
"function greet(x) {
    return x + 1;
}

const result = greet(10);",javascript
"const arr = [1, 2, 3];
const doubled = arr.map(x => x * 2);",javascript
"class Order {
    constructor() {
        this.value = 0;
    }
    getValue() {
        return this.value;
    }
}",javascript
"const fs = require('fs');
const data = fs.readFileSync('file.txt', 'utf8');",javascript
"const regex = /\d+/g;
const text = 'abc123def';
const matches = text.match(regex);",javascript
"const promise = new Promise((resolve, reject) => {
    resolve('Done!');
});",javascript
"const obj = {name: 'John', age: 30};
const {name, age} = obj;",javascript
document.getElementById('myId').innerHTML = 'Hello';,javascript
"async function fetchData() {
    const response = await fetch('/api/data');
    return response.json();
}",javascript
"const filter = arr.filter(x => x > 3);
const sort = arr.sort((a, b) => a - b);",javascript
"function greet(x) {
    return x + 1;
}

const result = greet(10);",javascript
"const arr = [1, 2, 3];
const doubled = arr.map(x => x * 2);",javascript
"class Order {
    constructor() {
        this.value = 0;
    }
    getValue() {
        return this.value;
    }
}",javascript
"const fs = require('fs');
const data = fs.readFileSync('file.txt', 'utf8');",javascript
"const regex = /\d+/g;
const text = 'abc123def';
const matches = text.match(regex);",javascript
"const promise = new Promise((resolve, reject) => {
    resolve('Done!');
});",javascript
"const obj = {name: 'John', age: 30};
const {name, age} = obj;",javascript
document.getElementById('myId').innerHTML = 'Hello';,javascript
"async function fetchData() {
    const response = await fetch('/api/data');
    return response.json();
}",javascript
"const filter = arr.filter(x => x > 3);
const sort = arr.sort((a, b) => a - b);",javascript
"function greet(x) {
    return x + 1;
}

const result = greet(10);",javascript
"const arr = [1, 2, 3];
const doubled = arr.map(x => x * 2);",javascript
"class Order {
    constructor() {
        this.value = 0;
    }
    getValue() {
        return this.value;
    }
}",javascript
"const fs = require('fs');
const data = fs.readFileSync('file.txt', 'utf8');",javascript
"const regex = /\d+/g;
const text = 'abc123def';
const matches = text.match(regex);",javascript
"const promise = new Promise((resolve, reject) => {
    resolve('Done!');
});",javascript
"const obj = {name: 'John', age: 30};
const {name, age} = obj;",javascript
document.getElementById('myId').innerHTML = 'Hello';,javascript
"async function fetchData() {
    const response = await fetch('/api/data');
    return response.json();
}",javascript
"const filter = arr.filter(x => x > 3);
const sort = arr.sort((a, b) => a - b);",javascript
"function greet(x) {
    return x + 1;
}

const result = greet(10);",javascript
"const arr = [1, 2, 3];
const doubled = arr.map(x => x * 2);",javascript
"class Order {
    constructor() {
        this.value = 0;
    }
    getValue() {
        return this.value;
    }
}",javascript
"const fs = require('fs');
const data = fs.readFileSync('file.txt', 'utf8');",javascript
"const regex = /\d+/g;
const text = 'abc123def';
const matches = text.match(regex);",javascript
"const promise = new Promise((resolve, reject) => {
    resolve('Done!');
});",javascript
"const obj = {name: 'John', age: 30};
const {name, age} = obj;",javascript
document.getElementById('myId').innerHTML = 'Hello';,javascript
"async function fetchData() {
    const response = await fetch('/api/data');
    return response.json();
}",javascript
"const filter = arr.filter(x => x > 3);
const sort = arr.sort((a, b) => a - b);",javascript
"function greet(x) {
    return x + 1;
}

const result = greet(10);",javascript
"const arr = [1, 2, 3];
const doubled = arr.map(x => x * 2);",javascript
"class Order {
    constructor() {
        this.value = 0;
    }
    getValue() {
        return this.value;
    }
}",javascript
"const fs = require('fs');
const data = fs.readFileSync('file.txt', 'utf8');",javascript
"const regex = /\d+/g;
const text = 'abc123def';
const matches = text.match(regex);",javascript
"const promise = new Promise((resolve, reject) => {
    resolve('Done!');
});",javascript
"const obj = {name: 'John', age: 30};
const {name, age} = obj;",javascript
document.getElementById('myId').innerHTML = 'Hello';,javascript
"async function fetchData() {
    const response = await fetch('/api/data');
    return response.json();
}",javascript
"const filter = arr.filter(x => x > 3);
const sort = arr.sort((a, b) => a - b);",javascript
"function greet(x) {
    return x + 1;
}

const result = greet(10);",javascript
"const arr = [1, 2, 3];
const doubled = arr.map(x => x * 2);",javascript
"class Order {
    constructor() {
        this.value = 0;
    }
    getValue() {
        return this.value;
    }
}",javascript
"const fs = require('fs');
const data = fs.readFileSync('file.txt', 'utf8');",javascript
"const regex = /\d+/g;
const text = 'abc123def';
const matches = text.match(regex);",javascript
"const promise = new Promise((resolve, reject) => {
    resolve('Done!');
});",javascript
"const obj = {name: 'John', age: 30};
const {name, age} = obj;",javascript
document.getElementById('myId').innerHTML = 'Hello';,javascript
"async function fetchData() {
    const response = await fetch('/api/data');
    return response.json();
}",javascript
"const filter = arr.filter(x => x > 3);
const sort = arr.sort((a, b) => a - b);",javascript
"function greet(x) {
    return x + 1;
}

const result = greet(10);",javascript
"const arr = [1, 2, 3];
const doubled = arr.map(x => x * 2);",javascript
"class Order {
    constructor() {
        this.value = 0;
    }
    getValue() {
        return this.value;
    }
}",javascript
"const fs = require('fs');
const data = fs.readFileSync('file.txt', 'utf8');",javascript
"const regex = /\d+/g;
const text = 'abc123def';
const matches = text.match(regex);",javascript
"const promise = new Promise((resolve, reject) => {
    resolve('Done!');
});",javascript
"const obj = {name: 'John', age: 30};
const {name, age} = obj;",javascript
document.getElementById('myId').innerHTML = 'Hello';,javascript
"async function fetchData() {
    const response = await fetch('/api/data');
    return response.json();
}",javascript
"const filter = arr.filter(x => x > 3);
const sort = arr.sort((a, b) => a - b);",javascript
"function greet(x) {
    return x + 1;
}

const result = greet(10);",javascript
"const arr = [1, 2, 3];
const doubled = arr.map(x => x * 2);",javascript
"class Order {
    constructor() {
        this.value = 0;
    }
    getValue() {
        return this.value;
    }
}",javascript
"const fs = require('fs');
const data = fs.readFileSync('file.txt', 'utf8');",javascript
"const regex = /\d+/g;
const text = 'abc123def';
const matches = text.match(regex);",javascript
"const promise = new Promise((resolve, reject) => {
    resolve('Done!');
});",javascript
"const obj = {name: 'John', age: 30};
const {name, age} = obj;",javascript
document.getElementById('myId').innerHTML = 'Hello';,javascript
"async function fetchData() {
    const response = await fetch('/api/data');
    return response.json();
}",javascript
"const filter = arr.filter(x => x > 3);
const sort = arr.sort((a, b) => a - b);",javascript
"function greet(x) {
    return x + 1;
}

const result = greet(10);",javascript
"const arr = [1, 2, 3];
const doubled = arr.map(x => x * 2);",javascript
"class Order {
    constructor() {
        this.value = 0;
    }
    getValue() {
        return this.value;
    }
}",javascript
"const fs = require('fs');
const data = fs.readFileSync('file.txt', 'utf8');",javascript
"const regex = /\d+/g;
const text = 'abc123def';
const matches = text.match(regex);",javascript
"const promise = new Promise((resolve, reject) => {
    resolve('Done!');
});",javascript
"const obj = {name: 'John', age: 30};
const {name, age} = obj;",javascript
document.getElementById('myId').innerHTML = 'Hello';,javascript
"async function fetchData() {
    const response = await fetch('/api/data');
    return response.json();
}",javascript
"const filter = arr.filter(x => x > 3);
const sort = arr.sort((a, b) => a - b);",javascript
"function greet(x) {
    return x + 1;
}

const result = greet(10);",javascript
"const arr = [1, 2, 3];
const doubled = arr.map(x => x * 2);",javascript
"class Order {
    constructor() {
        this.value = 0;
    }
    getValue() {
        return this.value;
    }
}",javascript
"const fs = require('fs');
const data = fs.readFileSync('file.txt', 'utf8');",javascript
"const regex = /\d+/g;
const text = 'abc123def';
const matches = text.match(regex);",javascript
"const promise = new Promise((resolve, reject) => {
    resolve('Done!');
});",javascript
"const obj = {name: 'John', age: 30};
const {name, age} = obj;",javascript
document.getElementById('myId').innerHTML = 'Hello';,javascript
"async function fetchData() {
    const response = await fetch('/api/data');
    return response.json();
}",javascript
"const filter = arr.filter(x => x > 3);
const sort = arr.sort((a, b) => a - b);",javascript
"function greet(x) {
    return x + 1;
}

const result = greet(10);",javascript
"const arr = [1, 2, 3];
const doubled = arr.map(x => x * 2);",javascript
"class Order {
    constructor() {
        this.value = 0;
    }
    getValue() {
        return this.value;
    }
}",javascript
"const fs = require('fs');
const data = fs.readFileSync('file.txt', 'utf8');",javascript
"const regex = /\d+/g;
const text = 'abc123def';
const matches = text.match(regex);",javascript
"const promise = new Promise((resolve, reject) => {
    resolve('Done!');
});",javascript
"const obj = {name: 'John', age: 30};
const {name, age} = obj;",javascript
document.getElementById('myId').innerHTML = 'Hello';,javascript
"async function fetchData() {
    const response = await fetch('/api/data');
    return response.json();
}",javascript
"const filter = arr.filter(x => x > 3);
const sort = arr.sort((a, b) => a - b);",javascript
"function greet(x) {
    return x + 1;
}

const result = greet(10);",javascript
"const arr = [1, 2, 3];
const doubled = arr.map(x => x * 2);",javascript
"class Order {
    constructor() {
        this.value = 0;
    }
    getValue() {
        return this.value;
    }
}",javascript
"const fs = require('fs');
const data = fs.readFileSync('file.txt', 'utf8');",javascript
"const regex = /\d+/g;
const text = 'abc123def';
const matches = text.match(regex);",javascript
"const promise = new Promise((resolve, reject) => {
    resolve('Done!');
});",javascript
"const obj = {name: 'John', age: 30};
const {name, age} = obj;",javascript
document.getElementById('myId').innerHTML = 'Hello';,javascript
"async function fetchData() {
    const response = await fetch('/api/data');
    return response.json();
}",javascript
"const filter = arr.filter(x => x > 3);
const sort = arr.sort((a, b) => a - b);",javascript
"function greet(x) {
    return x + 1;
}

const result = greet(10);",javascript
"const arr = [1, 2, 3];
const doubled = arr.map(x => x * 2);",javascript
"class Order {
    constructor() {
        this.value = 0;
    }
    getValue() {
        return this.value;
    }
}",javascript
"const fs = require('fs');
const data = fs.readFileSync('file.txt', 'utf8');",javascript
"const regex = /\d+/g;
const text = 'abc123def';
const matches = text.match(regex);",javascript
"const promise = new Promise((resolve, reject) => {
    resolve('Done!');
});",javascript
"const obj = {name: 'John', age: 30};
const {name, age} = obj;",javascript
document.getElementById('myId').innerHTML = 'Hello';,javascript
"async function fetchData() {
    const response = await fetch('/api/data');
    return response.json();
}",javascript
"const filter = arr.filter(x => x > 3);
const sort = arr.sort((a, b) => a - b);",javascript
"function greet(x) {
    return x + 1;
}

const result = greet(10);",javascript
"const arr = [1, 2, 3];
const doubled = arr.map(x => x * 2);",javascript
"class Order {
    constructor() {
        this.value = 0;
    }
    getValue() {
        return this.value;
    }
}",javascript
"const fs = require('fs');
const data = fs.readFileSync('file.txt', 'utf8');",javascript
"const regex = /\d+/g;
const text = 'abc123def';
const matches = text.match(regex);",javascript
"const promise = new Promise((resolve, reject) => {
    resolve('Done!');
});",javascript
"const obj = {name: 'John', age: 30};
const {name, age} = obj;",javascript
document.getElementById('myId').innerHTML = 'Hello';,javascript
"async function fetchData() {
    const response = await fetch('/api/data');
    return response.json();
}",javascript
"const filter = arr.filter(x => x > 3);
const sort = arr.sort((a, b) => a - b);",javascript
"function greet(x) {
    return x + 1;
}

const result = greet(10);",javascript
"const arr = [1, 2, 3];
const doubled = arr.map(x => x * 2);",javascript
"class Order {
    constructor() {
        this.value = 0;
    }
    getValue() {
        return this.value;
    }
}",javascript
"const fs = require('fs');
const data = fs.readFileSync('file.txt', 'utf8');",javascript
"const regex = /\d+/g;
const text = 'abc123def';
const matches = text.match(regex);",javascript
"const promise = new Promise((resolve, reject) => {
    resolve('Done!');
});",javascript
"const obj = {name: 'John', age: 30};
const {name, age} = obj;",javascript
document.getElementById('myId').innerHTML = 'Hello';,javascript
"async function fetchData() {
    const response = await fetch('/api/data');
    return response.json();
}",javascript
"const filter = arr.filter(x => x > 3);
const sort = arr.sort((a, b) => a - b);",javascript
"function greet(x) {
    return x + 1;
}

const result = greet(10);",javascript
"const arr = [1, 2, 3];
const doubled = arr.map(x => x * 2);",javascript
"class Order {
    constructor() {
        this.value = 0;
    }
    getValue() {
        return this.value;
    }
}",javascript
"const fs = require('fs');
const data = fs.readFileSync('file.txt', 'utf8');",javascript
"const regex = /\d+/g;
const text = 'abc123def';
const matches = text.match(regex);",javascript
"const promise = new Promise((resolve, reject) => {
    resolve('Done!');
});",javascript
"const obj = {name: 'John', age: 30};
const {name, age} = obj;",javascript
document.getElementById('myId').innerHTML = 'Hello';,javascript
"async function fetchData() {
    const response = await fetch('/api/data');
    return response.json();
}",javascript
"const filter = arr.filter(x => x > 3);
const sort = arr.sort((a, b) => a - b);",javascript
"function greet(x) {
    return x + 1;
}

const result = greet(10);",javascript
"const arr = [1, 2, 3];
const doubled = arr.map(x => x * 2);",javascript
"class Order {
    constructor() {
        this.value = 0;
    }
    getValue() {
        return this.value;
    }
}",javascript
"const fs = require('fs');
const data = fs.readFileSync('file.txt', 'utf8');",javascript
"const regex = /\d+/g;
const text = 'abc123def';
const matches = text.match(regex);",javascript
"const promise = new Promise((resolve, reject) => {
    resolve('Done!');
});",javascript
"const obj = {name: 'John', age: 30};
const {name, age} = obj;",javascript
document.getElementById('myId').innerHTML = 'Hello';,javascript
"async function fetchData() {
    const response = await fetch('/api/data');
    return response.json();
}",javascript
"const filter = arr.filter(x => x > 3);
const sort = arr.sort((a, b) => a - b);",javascript
"function greet(x) {
    return x + 1;
}

const result = greet(10);",javascript
"const arr = [1, 2, 3];
const doubled = arr.map(x => x * 2);",javascript
"class Order {
    constructor() {
        this.value = 0;
    }
    getValue() {
        return this.value;
    }
}",javascript
"const fs = require('fs');
const data = fs.readFileSync('file.txt', 'utf8');",javascript
"const regex = /\d+/g;
const text = 'abc123def';
const matches = text.match(regex);",javascript
"const promise = new Promise((resolve, reject) => {
    resolve('Done!');
});",javascript
"const obj = {name: 'John', age: 30};
const {name, age} = obj;",javascript
document.getElementById('myId').innerHTML = 'Hello';,javascript
"async function fetchData() {
    const response = await fetch('/api/data');
    return response.json();
}",javascript
"const filter = arr.filter(x => x > 3);
const sort = arr.sort((a, b) => a - b);",javascript
"function greet(x) {
    return x + 1;
}

const result = greet(10);",javascript
"const arr = [1, 2, 3];
const doubled = arr.map(x => x * 2);",javascript
"class Order {
    constructor() {
        this.value = 0;
    }
    getValue() {
        return this.value;
    }
}",javascript
"const fs = require('fs');
const data = fs.readFileSync('file.txt', 'utf8');",javascript
"const regex = /\d+/g;
const text = 'abc123def';
const matches = text.match(regex);",javascript
"const promise = new Promise((resolve, reject) => {
    resolve('Done!');
});",javascript
"const obj = {name: 'John', age: 30};
const {name, age} = obj;",javascript
document.getElementById('myId').innerHTML = 'Hello';,javascript
"async function fetchData() {
    const response = await fetch('/api/data');
    return response.json();
}",javascript
"const filter = arr.filter(x => x > 3);
const sort = arr.sort((a, b) => a - b);",javascript
"function greet(x) {
    return x + 1;
}

const result = greet(10);",javascript
"const arr = [1, 2, 3];
const doubled = arr.map(x => x * 2);",javascript
"class Order {
    constructor() {
        this.value = 0;
    }
    getValue() {
        return this.value;
    }
}",javascript
"const fs = require('fs');
const data = fs.readFileSync('file.txt', 'utf8');",javascript
"const regex = /\d+/g;
const text = 'abc123def';
const matches = text.match(regex);",javascript
"const promise = new Promise((resolve, reject) => {
    resolve('Done!');
});",javascript
"const obj = {name: 'John', age: 30};
const {name, age} = obj;",javascript
document.getElementById('myId').innerHTML = 'Hello';,javascript
"async function fetchData() {
    const response = await fetch('/api/data');
    return response.json();
}",javascript
"const filter = arr.filter(x => x > 3);
const sort = arr.sort((a, b) => a - b);",javascript
"function greet(x) {
    return x + 1;
}

const result = greet(10);",javascript
"const arr = [1, 2, 3];
const doubled = arr.map(x => x * 2);",javascript
"class Order {
    constructor() {
        this.value = 0;
    }
    getValue() {
        return this.value;
    }
}",javascript
"const fs = require('fs');
const data = fs.readFileSync('file.txt', 'utf8');",javascript
